repository,repoStars,repoLastFetched,commit,path
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2019-09/meta/applicator.json
github.com/mikec3/my_tutorials,74,2024-09-03T02:03:01.313618Z,3099d8f5c6c44742f6f55d6b87f070bbbd64c6ce,MetaMask_Sig_Auth/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/core.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/validation.json
github.com/mikec3/my_tutorials,74,2024-09-03T02:03:01.313618Z,3099d8f5c6c44742f6f55d6b87f070bbbd64c6ce,MetaMask_Sig_Auth/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/core.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/validation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/validation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/validation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2019-09/meta/validation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2020-12/meta/validation.json
github.com/GoogleCloudPlatform/prometheus,37,2024-09-03T02:23:59.95232Z,ffdc74ffe8032c46d23dc2f3559620419f230ea9,web/ui/node_modules/workbox-build/node_modules/ajv/dist/refs/json-schema-2019-09/meta/core.json
github.com/GoogleCloudPlatform/prometheus,37,2024-09-03T02:23:59.95232Z,ffdc74ffe8032c46d23dc2f3559620419f230ea9,web/ui/node_modules/workbox-build/node_modules/ajv/dist/refs/json-schema-2020-12/meta/core.json
github.com/flanksource/canary-checker,180,2024-09-03T13:55:57.696093Z,b1785ec7adb019bdd9b15052660e165dcd2f6666,config/schemas/health_containerdPull.schema.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Date-Today/Date-Today-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/format-annotation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/unevaluated.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/unevaluated.json
